id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
3128819,beijing_grid_045,2018-05-01 08:00:00,RAIN,18.0,967.7767,61.0,41.69,4.83
3128820,beijing_grid_046,2018-05-01 08:00:00,RAIN,18.0,950.5131,64.0,41.24,3.02
3128821,beijing_grid_047,2018-05-01 08:00:00,RAIN,18.0,933.2494,67.0,39.44,1.21
3128822,beijing_grid_048,2018-05-01 08:00:00,RAIN,18.0,923.9344,65.0,241.32,0.43
3128823,beijing_grid_049,2018-05-01 08:00:00,RAIN,18.0,914.6195,63.0,228.46,2.02
3128824,beijing_grid_050,2018-05-01 08:00:00,RAIN,22.2,899.6752,59.0,233.51,3.16
3128825,beijing_grid_051,2018-05-01 08:00:00,RAIN,18.0,879.1017,55.0,242.21,3.91
3128826,beijing_grid_052,2018-05-01 08:00:00,RAIN,18.0,858.5282,50.0,248.03,4.72
3128827,beijing_grid_053,2018-05-01 08:00:00,RAIN,18.0,879.2705,40.0,248.78,3.2
3128828,beijing_grid_054,2018-05-01 08:00:00,RAIN,18.0,900.0128,30.0,250.89,1.68
3128829,beijing_grid_055,2018-05-01 08:00:00,CLOUDY,18.0,914.1604,24.0,63.78,0.17
3128830,beijing_grid_056,2018-05-01 08:00:00,CLOUDY,18.0,921.7133,23.0,72.26,2.34
3128831,beijing_grid_057,2018-05-01 08:00:00,CLOUDY,18.0,929.2661,21.0,72.57,4.51
3128832,beijing_grid_058,2018-05-01 08:00:00,CLOUDY,18.0,912.7653,24.0,64.65,6.78
3128833,beijing_grid_059,2018-05-01 08:00:00,CLOUDY,18.0,899.0732,26.0,59.94,8.77
3128834,beijing_grid_060,2018-05-01 08:00:00,CLOUDY,13.0,883.9608,28.0,53.85,11.2
3128835,beijing_grid_061,2018-05-01 08:00:00,CLOUDY,13.0,868.8325,29.0,47.27,14.01
3128836,beijing_grid_062,2018-05-01 08:00:00,CLOUDY,13.0,853.7041,30.0,42.93,16.94
3128837,beijing_grid_063,2018-05-01 08:00:00,RAIN,21.0,1001.0312,55.0,17.64,11.37
3128838,beijing_grid_064,2018-05-01 08:00:00,RAIN,21.0,996.2795,56.0,20.32,9.24
3128839,beijing_grid_065,2018-05-01 08:00:00,RAIN,21.0,991.8066,56.0,22.89,7.23
3128840,beijing_grid_066,2018-05-01 08:00:00,RAIN,18.0,981.0616,58.0,23.12,5.21
3128841,beijing_grid_067,2018-05-01 08:00:00,RAIN,18.0,964.0444,62.0,16.5,3.17
3128842,beijing_grid_068,2018-05-01 08:00:00,RAIN,18.0,946.2913,64.0,333.84,1.16
3128843,beijing_grid_069,2018-05-01 08:00:00,RAIN,18.0,936.7406,63.0,246.12,1.4
3128844,beijing_grid_070,2018-05-01 08:00:00,RAIN,18.0,929.4571,61.0,226.75,2.7
3128845,beijing_grid_071,2018-05-01 08:00:00,RAIN,22.2,912.6832,59.0,225.35,3.66
3128846,beijing_grid_072,2018-05-01 08:00:00,RAIN,18.0,887.9204,55.0,230.94,3.89
3128847,beijing_grid_073,2018-05-01 08:00:00,RAIN,18.0,863.1575,52.0,235.86,4.16
3128848,beijing_grid_074,2018-05-01 08:00:00,RAIN,18.0,885.6126,42.0,230.94,2.61
3128849,beijing_grid_075,2018-05-01 08:00:00,RAIN,18.0,908.0677,31.0,212.62,1.13
3128850,beijing_grid_076,2018-05-01 08:00:00,RAIN,18.0,920.9872,25.0,123.15,1.22
3128851,beijing_grid_077,2018-05-01 08:00:00,CLOUDY,18.0,924.3712,24.0,105.22,2.98
3128852,beijing_grid_078,2018-05-01 08:00:00,RAIN,18.0,927.7553,23.0,100.74,4.81
3128853,beijing_grid_079,2018-05-01 08:00:00,CLOUDY,18.0,909.9389,26.0,84.65,6.45
3128854,beijing_grid_080,2018-05-01 08:00:00,RAIN,18.0,892.1224,29.0,75.52,8.39
3128855,beijing_grid_081,2018-05-01 08:00:00,CLOUDY,13.0,876.1388,31.0,65.34,10.52
3128856,beijing_grid_082,2018-05-01 08:00:00,CLOUDY,13.0,861.988,32.0,55.13,13.08
3128857,beijing_grid_083,2018-05-01 08:00:00,CLOUDY,13.0,847.8372,34.0,48.4,15.91
3128858,beijing_grid_084,2018-05-01 08:00:00,RAIN,21.0,1007.2363,52.0,3.64,14.03
3128859,beijing_grid_085,2018-05-01 08:00:00,RAIN,21.0,1003.0646,54.0,8.0,11.27
3128860,beijing_grid_086,2018-05-01 08:00:00,RAIN,18.0,1000.2815,54.0,9.63,8.78
3128861,beijing_grid_087,2018-05-01 08:00:00,RAIN,18.0,990.6609,56.0,8.27,6.43
3128862,beijing_grid_088,2018-05-01 08:00:00,RAIN,18.0,974.2029,59.0,359.15,4.27
3128863,beijing_grid_089,2018-05-01 08:00:00,RAIN,18.0,957.7448,62.0,334.24,2.42
3128864,beijing_grid_090,2018-05-01 08:00:00,RAIN,18.0,945.4281,62.0,278.6,1.7
3128865,beijing_grid_091,2018-05-01 08:00:00,RAIN,18.0,928.0417,62.0,226.2,3.56
3128866,beijing_grid_092,2018-05-01 08:00:00,RAIN,18.0,916.4238,60.0,224.85,3.69
3128867,beijing_grid_093,2018-05-01 08:00:00,RAIN,18.0,895.3654,56.0,224.75,3.62
3128868,beijing_grid_094,2018-05-01 08:00:00,RAIN,18.0,874.307,53.0,224.64,3.56
3128869,beijing_grid_095,2018-05-01 08:00:00,RAIN,17.0,895.1838,42.0,212.35,2.14
3128870,beijing_grid_096,2018-05-01 08:00:00,RAIN,17.0,916.0606,32.0,169.3,1.11
3128871,beijing_grid_097,2018-05-01 08:00:00,RAIN,17.0,924.7446,27.0,124.0,1.99
3128872,beijing_grid_098,2018-05-01 08:00:00,RAIN,17.0,921.2357,27.0,120.56,3.7
3128873,beijing_grid_099,2018-05-01 08:00:00,CLOUDY,17.0,917.7269,26.0,119.29,5.41
3128874,beijing_grid_100,2018-05-01 08:00:00,CLOUDY,17.0,901.9459,30.0,100.66,6.77
3128875,beijing_grid_101,2018-05-01 08:00:00,CLOUDY,13.0,886.1649,33.0,89.04,8.58
3128876,beijing_grid_102,2018-05-01 08:00:00,CLOUDY,13.0,871.7291,36.0,76.89,10.42
3128877,beijing_grid_103,2018-05-01 08:00:00,CLOUDY,13.0,858.6384,36.0,64.51,12.56
3128878,beijing_grid_104,2018-05-01 08:00:00,CLOUDY,13.0,845.5476,37.0,56.01,15.11
3128879,beijing_grid_105,2018-05-01 08:00:00,RAIN,20.0,1010.943,51.0,359.08,16.66
3128880,beijing_grid_106,2018-05-01 08:00:00,RAIN,20.0,1010.1093,51.0,358.8,14.28
3128881,beijing_grid_107,2018-05-01 08:00:00,RAIN,18.0,1008.8378,52.0,0.4,10.85
3128882,beijing_grid_108,2018-05-01 08:00:00,RAIN,18.0,1000.2602,54.0,358.6,7.94
3128883,beijing_grid_109,2018-05-01 08:00:00,RAIN,18.0,984.3613,57.0,349.44,5.6
3128884,beijing_grid_110,2018-05-01 08:00:00,RAIN,18.0,968.4624,60.0,328.86,3.59
3128885,beijing_grid_111,2018-05-01 08:00:00,RAIN,18.0,952.6139,61.0,289.33,2.39
3128886,beijing_grid_112,2018-05-01 08:00:00,RAIN,18.0,936.7655,62.0,240.64,3.04
3128887,beijing_grid_113,2018-05-01 08:00:00,RAIN,21.0,920.1643,61.0,224.35,3.71
3128888,beijing_grid_114,2018-05-01 08:00:00,RAIN,18.0,902.8104,57.0,217.64,3.4
3128889,beijing_grid_115,2018-05-01 08:00:00,RAIN,17.0,885.4564,53.0,209.72,3.14
3128890,beijing_grid_116,2018-05-01 08:00:00,RAIN,17.0,904.755,43.0,187.7,1.99
3128891,beijing_grid_117,2018-05-01 08:00:00,RAIN,17.0,924.0536,33.0,140.11,1.59
3128892,beijing_grid_118,2018-05-01 08:00:00,RAIN,17.0,928.5021,28.0,124.38,2.76
3128893,beijing_grid_119,2018-05-01 08:00:00,RAIN,17.0,917.7732,30.0,128.57,4.57
3128894,beijing_grid_120,2018-05-01 08:00:00,RAIN,17.0,907.6984,30.0,133.01,6.45
3128895,beijing_grid_121,2018-05-01 08:00:00,CLOUDY,17.0,893.9529,34.0,114.3,7.55
3128896,beijing_grid_122,2018-05-01 08:00:00,CLOUDY,17.0,880.2075,38.0,101.34,9.22
3128897,beijing_grid_123,2018-05-01 08:00:00,CLOUDY,13.0,867.3194,40.0,88.21,10.73
3128898,beijing_grid_124,2018-05-01 08:00:00,CLOUDY,13.0,855.2887,40.0,74.4,12.41
3128899,beijing_grid_125,2018-05-01 08:00:00,CLOUDY,13.0,843.2581,41.0,64.3,14.62
3128900,beijing_grid_126,2018-05-01 08:00:00,RAIN,20.0,1011.7683,48.0,355.91,18.59
3128901,beijing_grid_127,2018-05-01 08:00:00,RAIN,20.0,1010.678,49.0,357.24,15.69
3128902,beijing_grid_128,2018-05-01 08:00:00,RAIN,21.0,1009.571,50.0,358.38,12.66
3128903,beijing_grid_129,2018-05-01 08:00:00,RAIN,18.0,1003.3443,51.0,357.34,9.76
3128904,beijing_grid_130,2018-05-01 08:00:00,RAIN,21.0,991.9979,53.0,351.48,7.02
3128905,beijing_grid_131,2018-05-01 08:00:00,RAIN,21.0,980.6515,55.0,338.56,4.45
3128906,beijing_grid_132,2018-05-01 08:00:00,RAIN,21.0,962.0372,56.0,311.11,2.66
3128907,beijing_grid_133,2018-05-01 08:00:00,RAIN,21.0,943.4228,58.0,254.74,2.47
3128908,beijing_grid_134,2018-05-01 08:00:00,RAIN,21.0,927.9484,57.0,229.72,2.9
3128909,beijing_grid_135,2018-05-01 08:00:00,RAIN,22.5,915.6138,53.0,217.94,2.45
3128910,beijing_grid_136,2018-05-01 08:00:00,RAIN,17.0,903.2793,48.0,201.9,2.14
3128911,beijing_grid_137,2018-05-01 08:00:00,RAIN,17.0,913.8512,41.0,160.58,1.37
3128912,beijing_grid_138,2018-05-01 08:00:00,RAIN,17.0,924.4232,34.0,109.08,1.81
3128913,beijing_grid_139,2018-05-01 08:00:00,RAIN,17.0,925.2945,31.0,108.19,2.99
3128914,beijing_grid_140,2018-05-01 08:00:00,RAIN,17.0,916.4653,32.0,120.98,4.51
3128915,beijing_grid_141,2018-05-01 08:00:00,RAIN,17.0,907.6361,33.0,127.18,6.14
3128916,beijing_grid_142,2018-05-01 08:00:00,CLOUDY,17.0,896.8141,37.0,110.36,7.75
3128917,beijing_grid_143,2018-05-01 08:00:00,CLOUDY,17.0,885.9921,40.0,99.9,9.78
3128918,beijing_grid_144,2018-05-01 08:00:00,CLOUDY,16.0,876.1755,42.0,89.73,11.46
3128919,beijing_grid_145,2018-05-01 08:00:00,CLOUDY,16.0,867.3644,41.0,78.86,12.98
3128920,beijing_grid_146,2018-05-01 08:00:00,CLOUDY,16.0,858.5533,41.0,70.5,14.87
3128921,beijing_grid_147,2018-05-01 08:00:00,RAIN,20.0,1012.6269,46.0,354.38,20.8
3128922,beijing_grid_148,2018-05-01 08:00:00,RAIN,20.0,1011.5063,46.0,355.35,17.74
3128923,beijing_grid_149,2018-05-01 08:00:00,RAIN,21.0,1010.3208,46.0,356.85,14.42
3128924,beijing_grid_150,2018-05-01 08:00:00,RAIN,21.0,1006.4284,48.0,356.48,11.58
3128925,beijing_grid_151,2018-05-01 08:00:00,RAIN,21.0,999.6345,49.0,352.83,8.45
3128926,beijing_grid_152,2018-05-01 08:00:00,RAIN,21.0,987.537,49.0,341.97,4.76
3128927,beijing_grid_153,2018-05-01 08:00:00,RAIN,21.0,971.4604,52.0,327.09,3.22
3128928,beijing_grid_154,2018-05-01 08:00:00,RAIN,21.0,946.4969,53.0,265.17,2.09
3128929,beijing_grid_155,2018-05-01 08:00:00,RAIN,21.0,935.7324,53.0,239.07,2.14
3128930,beijing_grid_156,2018-05-01 08:00:00,RAIN,22.5,928.4173,48.0,218.62,1.5
3128931,beijing_grid_157,2018-05-01 08:00:00,RAIN,22.5,921.1022,43.0,181.89,1.25
3128932,beijing_grid_158,2018-05-01 08:00:00,RAIN,17.0,922.9474,39.0,117.13,1.32
3128933,beijing_grid_159,2018-05-01 08:00:00,RAIN,17.0,924.7927,35.0,88.98,2.39
3128934,beijing_grid_160,2018-05-01 08:00:00,RAIN,17.0,922.087,33.0,95.21,3.43
3128935,beijing_grid_161,2018-05-01 08:00:00,RAIN,17.0,914.8303,35.0,111.44,4.55
3128936,beijing_grid_162,2018-05-01 08:00:00,RAIN,17.0,907.5737,36.0,120.79,5.89
3128937,beijing_grid_163,2018-05-01 08:00:00,RAIN,17.0,899.6752,40.0,106.63,7.98
3128938,beijing_grid_164,2018-05-01 08:00:00,CLOUDY,16.0,891.7767,43.0,98.62,10.35
3128939,beijing_grid_165,2018-05-01 08:00:00,CLOUDY,16.0,885.0316,44.0,91.08,12.19
3128940,beijing_grid_166,2018-05-01 08:00:00,CLOUDY,16.0,879.4401,42.0,82.92,13.63
3128941,beijing_grid_167,2018-05-01 08:00:00,CLOUDY,16.0,873.8485,41.0,76.43,15.29
3128942,beijing_grid_168,2018-05-01 08:00:00,RAIN,21.0,1013.0382,43.0,354.16,21.93
3128943,beijing_grid_169,2018-05-01 08:00:00,RAIN,21.0,1012.0229,44.0,355.22,19.12
3128944,beijing_grid_170,2018-05-01 08:00:00,RAIN,21.0,1011.0075,44.0,356.63,16.31
3128945,beijing_grid_171,2018-05-01 08:00:00,RAIN,21.0,1008.6546,45.0,356.92,13.21
3128946,beijing_grid_172,2018-05-01 08:00:00,RAIN,21.0,1004.9642,45.0,355.05,9.81
3128947,beijing_grid_173,2018-05-01 08:00:00,RAIN,21.0,997.0096,44.0,352.12,5.96
3128948,beijing_grid_174,2018-05-01 08:00:00,RAIN,21.0,980.058,46.0,342.44,3.7
3128949,beijing_grid_175,2018-05-01 08:00:00,RAIN,21.0,960.5617,45.0,295.86,1.18
3128950,beijing_grid_176,2018-05-01 08:00:00,RAIN,21.0,949.1333,47.0,265.7,0.99
3128951,beijing_grid_177,2018-05-01 08:00:00,RAIN,21.0,942.7664,43.0,155.22,0.11
3128952,beijing_grid_178,2018-05-01 08:00:00,RAIN,21.0,936.3995,39.0,96.8,1.09
3128953,beijing_grid_179,2018-05-01 08:00:00,RAIN,21.0,933.3775,37.0,79.29,2.18
3128954,beijing_grid_180,2018-05-01 08:00:00,RAIN,19.0,930.3555,34.0,73.64,3.34
3128955,beijing_grid_181,2018-05-01 08:00:00,RAIN,19.0,925.9334,34.0,81.83,4.15
3128956,beijing_grid_182,2018-05-01 08:00:00,RAIN,19.0,920.1114,36.0,97.6,4.89
3128957,beijing_grid_183,2018-05-01 08:00:00,RAIN,19.0,914.2893,38.0,108.61,5.91
3128958,beijing_grid_184,2018-05-01 08:00:00,RAIN,19.0,906.4604,41.0,99.56,8.23
3128959,beijing_grid_185,2018-05-01 08:00:00,RAIN,16.0,898.6314,44.0,94.57,10.66
3128960,beijing_grid_186,2018-05-01 08:00:00,CLOUDY,16.0,892.5817,45.0,89.58,12.55
3128961,beijing_grid_187,2018-05-01 08:00:00,CLOUDY,16.0,889.1225,43.0,82.67,14.2
3128962,beijing_grid_188,2018-05-01 08:00:00,CLOUDY,16.0,884.0407,41.0,79.47,15.44
3128963,beijing_grid_189,2018-05-01 08:00:00,RAIN,21.0,1013.0189,40.0,355.51,22.09
3128964,beijing_grid_190,2018-05-01 08:00:00,RAIN,21.0,1012.2601,39.0,357.15,19.97
3128965,beijing_grid_191,2018-05-01 08:00:00,RAIN,21.0,1011.5884,40.0,358.03,17.99
3128966,beijing_grid_192,2018-05-01 08:00:00,RAIN,21.0,1010.023,42.0,358.26,14.65
3128967,beijing_grid_193,2018-05-01 08:00:00,RAIN,21.0,1008.4365,40.0,358.58,10.37
3128968,beijing_grid_194,2018-05-01 08:00:00,RAIN,21.0,1003.7335,40.0,358.65,7.11
3128969,beijing_grid_195,2018-05-01 08:00:00,RAIN,21.0,989.2301,39.0,357.54,4.12
3128970,beijing_grid_196,2018-05-01 08:00:00,RAIN,21.0,979.5071,40.0,353.34,2.45
3128971,beijing_grid_197,2018-05-01 08:00:00,RAIN,20.0,979.8909,36.0,15.83,1.76
3128972,beijing_grid_198,2018-05-01 08:00:00,RAIN,21.0,958.6611,37.0,48.47,1.93
3128973,beijing_grid_199,2018-05-01 08:00:00,RAIN,21.0,949.1711,36.0,62.11,2.92
3128974,beijing_grid_200,2018-05-01 08:00:00,RAIN,21.0,945.1413,35.0,62.69,3.78
3128975,beijing_grid_201,2018-05-01 08:00:00,RAIN,19.0,941.1116,33.0,63.06,4.64
3128976,beijing_grid_202,2018-05-01 08:00:00,RAIN,19.0,936.834,34.0,70.24,5.23
3128977,beijing_grid_203,2018-05-01 08:00:00,RAIN,19.0,932.3084,36.0,82.73,5.75
3128978,beijing_grid_204,2018-05-01 08:00:00,RAIN,19.0,927.7829,38.0,92.74,6.5
3128979,beijing_grid_205,2018-05-01 08:00:00,RAIN,19.0,917.1695,41.0,89.64,8.66
3128980,beijing_grid_206,2018-05-01 08:00:00,RAIN,16.0,906.5562,44.0,87.77,10.84
3128981,beijing_grid_207,2018-05-01 08:00:00,RAIN,16.0,898.8256,45.0,85.36,12.57
3128982,beijing_grid_208,2018-05-01 08:00:00,CLOUDY,16.0,893.9779,44.0,82.38,13.87
3128983,beijing_grid_209,2018-05-01 08:00:00,CLOUDY,16.0,889.1301,42.0,79.91,15.2
3128984,beijing_grid_210,2018-05-01 08:00:00,RAIN,22.0,1012.9618,36.0,357.68,21.92
3128985,beijing_grid_211,2018-05-01 08:00:00,RAIN,22.0,1012.2497,37.0,359.11,19.62
3128986,beijing_grid_212,2018-05-01 08:00:00,RAIN,21.0,1011.7121,39.0,359.33,18.19
3128987,beijing_grid_213,2018-05-01 08:00:00,RAIN,21.0,1011.3915,39.0,359.36,16.1
3128988,beijing_grid_214,2018-05-01 08:00:00,RAIN,21.0,1011.0096,38.0,0.06,12.44
3128989,beijing_grid_215,2018-05-01 08:00:00,RAIN,21.0,1008.4206,36.0,4.12,8.22
3128990,beijing_grid_216,2018-05-01 08:00:00,RAIN,21.0,1003.939,34.0,5.63,6.32
3128991,beijing_grid_217,2018-05-01 08:00:00,RAIN,20.0,997.3832,31.0,18.64,3.81
3128992,beijing_grid_218,2018-05-01 08:00:00,RAIN,20.0,987.1691,31.0,33.17,2.94
3128993,beijing_grid_219,2018-05-01 08:00:00,RAIN,21.0,974.5558,32.0,46.89,3.9
3128994,beijing_grid_220,2018-05-01 08:00:00,RAIN,21.0,961.9426,33.0,54.94,4.98
3128995,beijing_grid_221,2018-05-01 08:00:00,RAIN,21.0,956.9052,33.0,56.19,5.5
3128996,beijing_grid_222,2018-05-01 08:00:00,CLOUDY,21.0,956.3629,32.0,55.65,6.49
3128997,beijing_grid_223,2018-05-01 08:00:00,RAIN,19.0,947.7345,34.0,62.81,6.44
3128998,beijing_grid_224,2018-05-01 08:00:00,RAIN,19.0,944.7959,37.0,71.39,7.06
3128999,beijing_grid_225,2018-05-01 08:00:00,RAIN,19.0,934.7099,40.0,80.05,8.36
3129000,beijing_grid_226,2018-05-01 08:00:00,RAIN,19.0,927.8787,41.0,80.89,9.33
3129001,beijing_grid_227,2018-05-01 08:00:00,RAIN,19.0,914.481,45.0,81.28,11.16
3129002,beijing_grid_228,2018-05-01 08:00:00,RAIN,16.0,905.0695,46.0,81.18,12.66
3129003,beijing_grid_229,2018-05-01 08:00:00,CLOUDY,16.0,899.6445,44.0,80.74,13.81
3129004,beijing_grid_230,2018-05-01 08:00:00,CLOUDY,16.0,894.2195,43.0,80.37,14.96
3129005,beijing_grid_231,2018-05-01 08:00:00,RAIN,22.0,1012.8261,34.0,2.08,20.43
3129006,beijing_grid_232,2018-05-01 08:00:00,RAIN,22.0,1012.4781,35.0,2.68,19.3
3129007,beijing_grid_233,2018-05-01 08:00:00,RAIN,22.0,1012.1271,37.0,1.44,18.61
3129008,beijing_grid_234,2018-05-01 08:00:00,RAIN,21.0,1011.7001,37.0,1.67,16.47
3129009,beijing_grid_235,2018-05-01 08:00:00,RAIN,21.0,1011.1956,36.0,2.8,13.1
3129010,beijing_grid_236,2018-05-01 08:00:00,RAIN,21.0,1009.5561,34.0,7.61,9.4
3129011,beijing_grid_237,2018-05-01 08:00:00,RAIN,20.0,1006.631,32.0,11.34,7.62
3129012,beijing_grid_238,2018-05-01 08:00:00,RAIN,20.0,1001.1292,29.0,23.92,4.88
3129013,beijing_grid_239,2018-05-01 08:00:00,RAIN,20.0,995.4317,29.0,33.28,4.69
3129014,beijing_grid_240,2018-05-01 08:00:00,RAIN,21.0,984.8166,28.0,44.62,6.24
3129015,beijing_grid_241,2018-05-01 08:00:00,RAIN,21.0,979.1461,29.0,47.97,6.59
3129016,beijing_grid_242,2018-05-01 08:00:00,RAIN,21.0,973.8541,29.0,50.22,6.85
3129017,beijing_grid_243,2018-05-01 08:00:00,CLOUDY,21.0,969.3537,30.0,52.06,7.23
3129018,beijing_grid_244,2018-05-01 08:00:00,CLOUDY,21.0,961.3016,32.0,56.34,7.35
3129019,beijing_grid_245,2018-05-01 08:00:00,RAIN,19.0,949.6978,36.0,63.35,7.28
3129020,beijing_grid_246,2018-05-01 08:00:00,RAIN,19.0,938.0939,40.0,70.38,7.33
3129021,beijing_grid_247,2018-05-01 08:00:00,CLOUDY,19.0,928.3078,41.0,72.55,9.13
3129022,beijing_grid_248,2018-05-01 08:00:00,CLOUDY,19.0,918.5217,43.0,74.0,10.93
3129023,beijing_grid_249,2018-05-01 08:00:00,RAIN,16.0,909.0233,44.0,75.07,12.32
3129024,beijing_grid_250,2018-05-01 08:00:00,CLOUDY,16.0,899.8124,44.0,75.97,13.27
3129025,beijing_grid_251,2018-05-01 08:00:00,CLOUDY,16.0,890.6016,44.0,76.75,14.24
3129026,beijing_grid_252,2018-05-01 08:00:00,RAIN,22.0,1012.6525,32.0,8.28,18.8
3129027,beijing_grid_253,2018-05-01 08:00:00,RAIN,22.0,1012.5205,34.0,6.33,18.62
3129028,beijing_grid_254,2018-05-01 08:00:00,RAIN,22.0,1012.4027,35.0,4.0,18.44
3129029,beijing_grid_255,2018-05-01 08:00:00,RAIN,21.0,1012.0087,35.0,3.87,16.86
3129030,beijing_grid_256,2018-05-01 08:00:00,RAIN,21.0,1011.3815,35.0,5.27,13.79
3129031,beijing_grid_257,2018-05-01 08:00:00,RAIN,21.0,1010.7543,35.0,7.47,10.74
3129032,beijing_grid_258,2018-05-01 08:00:00,RAIN,20.0,1009.8092,29.0,17.48,8.82
3129033,beijing_grid_259,2018-05-01 08:00:00,RAIN,20.0,1006.8919,28.0,23.04,6.91
3129034,beijing_grid_260,2018-05-01 08:00:00,RAIN,20.0,1006.4077,26.0,30.97,6.47
3129035,beijing_grid_261,2018-05-01 08:00:00,RAIN,21.0,999.2302,25.0,39.24,7.2
3129036,beijing_grid_262,2018-05-01 08:00:00,RAIN,21.0,1000.0344,24.0,43.5,8.7
3129037,beijing_grid_263,2018-05-01 08:00:00,RAIN,21.0,992.2635,26.0,46.34,8.5
3129038,beijing_grid_264,2018-05-01 08:00:00,RAIN,21.0,986.5183,27.0,49.0,8.65
3129039,beijing_grid_265,2018-05-01 08:00:00,RAIN,21.0,983.8723,29.0,49.17,8.84
3129040,beijing_grid_266,2018-05-01 08:00:00,RAIN,21.0,954.89,36.0,55.54,7.83
3129041,beijing_grid_267,2018-05-01 08:00:00,RAIN,19.0,934.9112,41.0,60.29,7.39
3129042,beijing_grid_268,2018-05-01 08:00:00,CLOUDY,19.0,928.7369,41.0,64.01,9.12
3129043,beijing_grid_269,2018-05-01 08:00:00,CLOUDY,19.0,922.5625,41.0,66.54,10.89
3129044,beijing_grid_270,2018-05-01 08:00:00,RAIN,16.0,912.977,42.0,68.69,12.12
3129045,beijing_grid_271,2018-05-01 08:00:00,CLOUDY,16.0,899.9803,43.0,70.83,12.84
3129046,beijing_grid_272,2018-05-01 08:00:00,CLOUDY,16.0,886.9836,44.0,72.75,13.57
3129047,beijing_grid_273,2018-05-01 08:00:00,RAIN,22.0,1012.5393,30.0,17.15,17.31
3129048,beijing_grid_274,2018-05-01 08:00:00,RAIN,22.0,1012.4509,32.0,14.73,17.29
3129049,beijing_grid_275,2018-05-01 08:00:00,RAIN,22.0,1012.4286,34.0,8.66,17.92
3129050,beijing_grid_276,2018-05-01 08:00:00,RAIN,21.0,1012.0902,34.0,7.13,16.78
3129051,beijing_grid_277,2018-05-01 08:00:00,RAIN,21.0,1011.3867,34.0,9.4,13.71
3129052,beijing_grid_278,2018-05-01 08:00:00,RAIN,21.0,1010.8274,34.0,12.04,11.33
3129053,beijing_grid_279,2018-05-01 08:00:00,RAIN,20.0,1010.0278,30.0,19.24,9.24
3129054,beijing_grid_280,2018-05-01 08:00:00,RAIN,20.0,1009.4774,28.0,28.58,7.96
3129055,beijing_grid_281,2018-05-01 08:00:00,RAIN,20.0,1008.632,26.0,32.7,7.82
3129056,beijing_grid_282,2018-05-01 08:00:00,RAIN,21.0,1006.65,24.0,36.82,8.42
3129057,beijing_grid_283,2018-05-01 08:00:00,PARTLY_CLOUDY_DAY,21.0,1005.4156,23.0,38.78,8.83
3129058,beijing_grid_284,2018-05-01 08:00:00,PARTLY_CLOUDY_DAY,21.0,1001.0028,25.0,42.58,8.96
3129059,beijing_grid_285,2018-05-01 08:00:00,RAIN,21.0,997.4909,26.0,44.62,9.13
3129060,beijing_grid_286,2018-05-01 08:00:00,RAIN,21.0,983.5369,30.0,46.96,8.86
3129061,beijing_grid_287,2018-05-01 08:00:00,RAIN,21.0,958.9124,36.0,49.84,8.19
3129062,beijing_grid_288,2018-05-01 08:00:00,RAIN,21.0,934.2879,41.0,53.22,7.53
3129063,beijing_grid_289,2018-05-01 08:00:00,CLOUDY,19.0,931.2532,40.0,57.67,9.3
3129064,beijing_grid_290,2018-05-01 08:00:00,CLOUDY,19.0,928.2185,39.0,60.69,11.1
3129065,beijing_grid_291,2018-05-01 08:00:00,CLOUDY,19.0,919.2634,39.0,63.3,12.34
3129066,beijing_grid_292,2018-05-01 08:00:00,CLOUDY,16.0,904.3878,41.0,65.98,13.02
3129067,beijing_grid_293,2018-05-01 08:00:00,CLOUDY,18.0,889.5122,43.0,68.39,13.73
3129068,beijing_grid_294,2018-05-01 08:00:00,RAIN,22.0,1012.4154,30.0,26.94,16.28
3129069,beijing_grid_295,2018-05-01 08:00:00,RAIN,22.0,1012.367,31.0,21.79,16.55
3129070,beijing_grid_296,2018-05-01 08:00:00,RAIN,22.0,1012.1752,33.0,13.91,17.16
3129071,beijing_grid_297,2018-05-01 08:00:00,RAIN,22.0,1011.9445,34.0,11.72,16.3
3129072,beijing_grid_298,2018-05-01 08:00:00,RAIN,21.0,1011.4573,34.0,12.37,14.01
3129073,beijing_grid_299,2018-05-01 08:00:00,RAIN,21.0,1010.8332,34.0,15.68,11.34
3129074,beijing_grid_300,2018-05-01 08:00:00,RAIN,20.0,1010.3526,32.0,20.79,10.06
3129075,beijing_grid_301,2018-05-01 08:00:00,RAIN,20.0,1009.8448,30.0,27.58,8.81
3129076,beijing_grid_302,2018-05-01 08:00:00,RAIN,20.0,1009.0914,27.0,32.57,8.23
3129077,beijing_grid_303,2018-05-01 08:00:00,RAIN,21.0,1008.069,24.0,35.1,8.68
3129078,beijing_grid_304,2018-05-01 08:00:00,RAIN,21.0,1007.4049,24.0,35.89,8.88
3129079,beijing_grid_305,2018-05-01 08:00:00,PARTLY_CLOUDY_DAY,21.0,1004.9177,25.0,37.66,9.04
3129080,beijing_grid_306,2018-05-01 08:00:00,PARTLY_CLOUDY_DAY,21.0,1001.5357,27.0,40.23,9.2
3129081,beijing_grid_307,2018-05-01 08:00:00,RAIN,21.0,987.3061,30.0,42.47,8.96
3129082,beijing_grid_308,2018-05-01 08:00:00,RAIN,21.0,961.765,35.0,45.46,8.28
