id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
3139495,pingchang_meo,2018-05-01 14:00:00,Sunny/clear,16.1,1008.1,63.0,2.2,129.0
3139496,zhaitang_meo,2018-05-01 14:00:00,Sunny/clear,9.6,965.8,84.0,0.2,999017.0
3139497,mentougou_meo,2018-05-01 14:00:00,Sunny/clear,14.1,1007.2,81.0,1.1,132.0
3139498,beijing_meo,2018-05-01 14:00:00,Sunny/clear,14.8,1013.4,82.0,2.2,64.0
3139499,shijingshan_meo,2018-05-01 14:00:00,Sunny/clear,14.9,1009.6,74.0,0.8,127.0
3139500,fengtai_meo,2018-05-01 14:00:00,Sunny/clear,14.7,1010.6,82.0,0.0,999017.0
3139501,daxing_meo,2018-05-01 14:00:00,Sunny/clear,14.0,1012.6,88.0,0.8,91.0
3139502,fangshan_meo,2018-05-01 14:00:00,Sunny/clear,13.5,1011.4,75.0,0.9,315.0
3139503,xiayunling_meo,2018-05-01 14:00:00,Sunny/clear,9.6,969.2,93.0,1.0,167.0
3141019,shunyi_meo,2018-05-01 15:00:00,Sunny/clear,14.8,1013.4,80.0,1.8,298.0
3141020,hadian_meo,2018-05-01 15:00:00,Sunny/clear,15.0,1011.9,77.0,1.4,240.0
3141021,yanqing_meo,2018-05-01 15:00:00,Sunny/clear,12.2,960.3,53.0,1.0,132.0
3141022,miyun_meo,2018-05-01 15:00:00,Sunny/clear,13.2,1008.4,79.0,0.3,87.0
3141023,huairou_meo,2018-05-01 15:00:00,Sunny/clear,14.3,1007.8,78.0,2.1,285.0
3141024,shangdianzi_meo,2018-05-01 15:00:00,Sunny/clear,10.8,982.3,79.0,0.6,230.0
3141025,pinggu_meo,2018-05-01 15:00:00,Sunny/clear,13.6,1012.6,92.0,1.2,47.0
3141026,tongzhou_meo,2018-05-01 15:00:00,Cloudy,13.8,1013.9,92.0,0.6,208.0
3141027,chaoyang_meo,2018-05-01 15:00:00,Sunny/clear,15.0,1012.6,80.0,1.8,269.0
3141028,pingchang_meo,2018-05-01 15:00:00,Sunny/clear,15.2,1008.7,72.0,1.0,201.0
3141029,zhaitang_meo,2018-05-01 15:00:00,Sunny/clear,9.2,966.6,86.0,1.1,233.0
3141030,mentougou_meo,2018-05-01 15:00:00,Sunny/clear,13.8,1007.8,83.0,1.9,240.0
3141031,beijing_meo,2018-05-01 15:00:00,Hail,14.5,1013.0,83.0,3.2,256.0
3141032,shijingshan_meo,2018-05-01 15:00:00,Sunny/clear,14.9,1010.2,73.0,0.6,222.0
3141033,fengtai_meo,2018-05-01 15:00:00,Sunny/clear,14.7,1011.2,83.0,1.2,259.0
3141034,daxing_meo,2018-05-01 15:00:00,Cloudy,14.1,1012.8,88.0,1.3,244.0
3141035,fangshan_meo,2018-05-01 15:00:00,Sunny/clear,12.9,1012.0,83.0,0.9,239.0
3141036,xiayunling_meo,2018-05-01 15:00:00,Sunny/clear,9.4,970.0,94.0,1.0,190.0
3142552,shunyi_meo,2018-05-01 16:00:00,Sunny/clear,14.7,1013.8,79.0,1.4,294.0
3142553,hadian_meo,2018-05-01 16:00:00,Sunny/clear,14.8,1011.6,73.0,1.3,250.0
3142554,yanqing_meo,2018-05-01 16:00:00,Sunny/clear,11.3,960.7,57.0,1.3,230.0
3142555,miyun_meo,2018-05-01 16:00:00,Sunny/clear,11.2,1008.7,90.0,0.6,117.0
3142556,huairou_meo,2018-05-01 16:00:00,Sunny/clear,13.7,1008.0,80.0,2.8,221.0
3142557,shangdianzi_meo,2018-05-01 16:00:00,Sunny/clear,9.3,982.6,86.0,0.3,138.0
3142558,pinggu_meo,2018-05-01 16:00:00,Sunny/clear,13.3,1013.0,79.0,2.0,281.0
3142559,tongzhou_meo,2018-05-01 16:00:00,Cloudy,13.9,1014.4,90.0,1.8,302.0
3142560,chaoyang_meo,2018-05-01 16:00:00,Sunny/clear,15.6,1013.0,72.0,1.4,283.0
3142561,pingchang_meo,2018-05-01 16:00:00,Sunny/clear,14.1,1008.4,64.0,0.7,317.0
3142562,zhaitang_meo,2018-05-01 16:00:00,Sunny/clear,9.2,966.6,85.0,2.6,252.0
3142563,mentougou_meo,2018-05-01 16:00:00,Sunny/clear,13.7,1007.1,82.0,1.0,295.0
3142564,beijing_meo,2018-05-01 16:00:00,Hail,14.7,1013.2,81.0,2.8,281.0
3142565,shijingshan_meo,2018-05-01 16:00:00,Sunny/clear,14.6,1009.5,70.0,0.7,248.0
3142566,fengtai_meo,2018-05-01 16:00:00,Sunny/clear,14.6,1010.6,81.0,1.6,280.0
3142567,daxing_meo,2018-05-01 16:00:00,Sunny/clear,14.2,1012.5,84.0,2.2,286.0
3142568,fangshan_meo,2018-05-01 16:00:00,Sunny/clear,13.4,1011.3,78.0,2.1,311.0
3142569,xiayunling_meo,2018-05-01 16:00:00,Sunny/clear,9.5,969.9,94.0,0.2,999017.0
3144085,shunyi_meo,2018-05-01 17:00:00,Sunny/clear,14.6,1013.6,79.0,1.1,304.0
3144086,hadian_meo,2018-05-01 17:00:00,Sunny/clear,14.2,1011.6,76.0,1.2,357.0
3144087,yanqing_meo,2018-05-01 17:00:00,Sunny/clear,11.1,961.0,61.0,1.2,236.0
3144088,miyun_meo,2018-05-01 17:00:00,Sunny/clear,11.3,1008.9,91.0,1.6,59.0
3144089,huairou_meo,2018-05-01 17:00:00,Sunny/clear,13.1,1008.1,81.0,0.0,999017.0
3144090,shangdianzi_meo,2018-05-01 17:00:00,Sunny/clear,8.4,982.8,88.0,0.4,84.0
3144091,pinggu_meo,2018-05-01 17:00:00,Sunny/clear,12.4,1013.0,82.0,0.7,44.0
3144092,tongzhou_meo,2018-05-01 17:00:00,Cloudy,13.6,1014.3,89.0,1.7,308.0
3144093,chaoyang_meo,2018-05-01 17:00:00,Sunny/clear,15.7,1012.9,71.0,1.5,282.0
3144094,pingchang_meo,2018-05-01 17:00:00,Sunny/clear,13.3,1008.5,61.0,1.1,328.0
3144095,zhaitang_meo,2018-05-01 17:00:00,Sunny/clear,9.2,966.8,83.0,1.9,253.0
3144096,mentougou_meo,2018-05-01 17:00:00,Sunny/clear,13.4,1007.2,69.0,3.2,326.0
3144097,beijing_meo,2018-05-01 17:00:00,Sunny/clear,14.5,1013.2,79.0,1.4,276.0
3144098,shijingshan_meo,2018-05-01 17:00:00,Sunny/clear,14.1,1009.7,67.0,1.3,303.0
3144099,fengtai_meo,2018-05-01 17:00:00,Sunny/clear,14.3,1010.6,83.0,1.1,264.0
3144100,daxing_meo,2018-05-01 17:00:00,Sunny/clear,14.3,1012.6,83.0,2.3,272.0
3144101,fangshan_meo,2018-05-01 17:00:00,Sunny/clear,13.0,1011.6,76.0,1.5,286.0
3144102,xiayunling_meo,2018-05-01 17:00:00,Sunny/clear,9.4,969.9,94.0,0.3,243.0
3145618,shunyi_meo,2018-05-01 18:00:00,Sunny/clear,14.1,1013.5,80.0,0.7,351.0
3145619,hadian_meo,2018-05-01 18:00:00,Sunny/clear,13.9,1011.3,73.0,1.0,36.0
3145620,yanqing_meo,2018-05-01 18:00:00,Sunny/clear,10.4,961.1,63.0,0.7,205.0
3145621,miyun_meo,2018-05-01 18:00:00,Sunny/clear,11.1,1008.9,90.0,1.3,53.0
3145622,huairou_meo,2018-05-01 18:00:00,Sunny/clear,13.0,1008.2,78.0,2.1,41.0
3145623,shangdianzi_meo,2018-05-01 18:00:00,Sunny/clear,9.0,982.9,80.0,1.0,57.0
3145624,pinggu_meo,2018-05-01 18:00:00,Sunny/clear,11.7,1013.0,92.0,1.3,81.0
3145625,tongzhou_meo,2018-05-01 18:00:00,Sunny/clear,13.9,1014.0,87.0,1.7,311.0
3145626,chaoyang_meo,2018-05-01 18:00:00,Sunny/clear,15.5,1012.6,71.0,1.6,300.0
3145627,pingchang_meo,2018-05-01 18:00:00,Sunny/clear,13.3,1008.2,61.0,1.5,335.0
3145628,zhaitang_meo,2018-05-01 18:00:00,Sunny/clear,8.3,966.8,90.0,0.6,233.0
3145629,mentougou_meo,2018-05-01 18:00:00,Sunny/clear,13.8,1006.8,63.0,2.6,325.0
3145630,beijing_meo,2018-05-01 18:00:00,Sunny/clear,14.7,1012.8,74.0,1.2,323.0
3145631,shijingshan_meo,2018-05-01 18:00:00,Sunny/clear,12.6,1009.3,76.0,0.7,78.0
3145632,fengtai_meo,2018-05-01 18:00:00,Sunny/clear,14.5,1010.3,65.0,1.1,302.0
3145633,daxing_meo,2018-05-01 18:00:00,Sunny/clear,14.4,1012.1,77.0,1.8,301.0
3145634,fangshan_meo,2018-05-01 18:00:00,Sunny/clear,12.5,1011.1,76.0,1.7,307.0
3145635,xiayunling_meo,2018-05-01 18:00:00,Sunny/clear,9.1,969.9,94.0,0.7,156.0
3147151,shunyi_meo,2018-05-01 19:00:00,Sunny/clear,13.7,1013.7,80.0,2.4,15.0
3147152,hadian_meo,2018-05-01 19:00:00,Sunny/clear,13.3,1011.5,74.0,1.0,44.0
3147153,yanqing_meo,2018-05-01 19:00:00,Sunny/clear,10.1,961.2,66.0,1.1,165.0
3147154,miyun_meo,2018-05-01 19:00:00,Sunny/clear,10.0,1008.9,94.0,1.2,91.0
3147155,huairou_meo,2018-05-01 19:00:00,Sunny/clear,11.6,1008.2,84.0,0.5,112.0
3147156,shangdianzi_meo,2018-05-01 19:00:00,Sunny/clear,8.9,983.0,78.0,2.8,47.0
3147157,pinggu_meo,2018-05-01 19:00:00,Sunny/clear,11.1,1013.0,94.0,0.9,96.0
3147158,tongzhou_meo,2018-05-01 19:00:00,Sunny/clear,14.3,1014.2,81.0,2.5,344.0
3147159,chaoyang_meo,2018-05-01 19:00:00,Sunny/clear,15.6,1012.9,58.0,1.9,306.0
3147160,pingchang_meo,2018-05-01 19:00:00,Sunny/clear,13.5,1008.4,58.0,1.9,354.0
3147161,zhaitang_meo,2018-05-01 19:00:00,Sunny/clear,7.9,966.9,90.0,0.7,249.0
3147162,mentougou_meo,2018-05-01 19:00:00,Sunny/clear,14.1,1007.1,58.0,3.9,341.0
3147163,beijing_meo,2018-05-01 19:00:00,Sunny/clear,14.8,1013.0,68.0,1.2,323.0
3147164,shijingshan_meo,2018-05-01 19:00:00,Sunny/clear,11.4,1009.5,83.0,0.5,338.0
3147165,fengtai_meo,2018-05-01 19:00:00,Sunny/clear,12.7,1010.5,78.0,0.6,297.0
3147166,daxing_meo,2018-05-01 19:00:00,Sunny/clear,14.2,1012.3,78.0,1.0,287.0
3147167,fangshan_meo,2018-05-01 19:00:00,Sunny/clear,11.7,1011.3,81.0,1.0,269.0
3147168,xiayunling_meo,2018-05-01 19:00:00,Sunny/clear,8.8,970.1,94.0,0.1,999017.0
3148684,shunyi_meo,2018-05-01 20:00:00,Sunny/clear,12.2,1013.8,85.0,1.9,30.0
3148685,hadian_meo,2018-05-01 20:00:00,Sunny/clear,11.8,1011.5,79.0,0.2,999017.0
3148686,yanqing_meo,2018-05-01 20:00:00,Sunny/clear,10.5,961.3,60.0,0.8,199.0
3148687,miyun_meo,2018-05-01 20:00:00,Sunny/clear,9.6,1009.0,95.0,1.5,85.0
3148688,huairou_meo,2018-05-01 20:00:00,Sunny/clear,10.5,1008.4,87.0,1.2,90.0
3148689,shangdianzi_meo,2018-05-01 20:00:00,Sunny/clear,9.0,983.0,73.0,3.5,38.0
3148690,pinggu_meo,2018-05-01 20:00:00,Sunny/clear,9.9,1013.1,96.0,0.0,999017.0
3148691,tongzhou_meo,2018-05-01 20:00:00,Sunny/clear,14.0,1014.3,76.0,2.7,337.0
3148692,chaoyang_meo,2018-05-01 20:00:00,Sunny/clear,13.3,1013.0,69.0,1.0,56.0
3148693,pingchang_meo,2018-05-01 20:00:00,Sunny/clear,15.4,1008.4,39.0,1.5,38.0
3148694,zhaitang_meo,2018-05-01 20:00:00,Sunny/clear,7.5,966.9,89.0,0.0,999017.0
3148695,mentougou_meo,2018-05-01 20:00:00,Sunny/clear,13.9,1007.1,57.0,2.5,350.0
3148696,beijing_meo,2018-05-01 20:00:00,Sunny/clear,15.3,1013.0,54.0,2.1,360.0
3148697,shijingshan_meo,2018-05-01 20:00:00,Sunny/clear,10.8,1009.5,87.0,0.4,167.0
3148698,fengtai_meo,2018-05-01 20:00:00,Sunny/clear,11.5,1010.5,82.0,0.7,263.0
3148699,daxing_meo,2018-05-01 20:00:00,Sunny/clear,13.4,1012.2,74.0,0.7,292.0
3148700,fangshan_meo,2018-05-01 20:00:00,Sunny/clear,10.6,1011.3,85.0,1.1,329.0
3148701,xiayunling_meo,2018-05-01 20:00:00,Sunny/clear,8.1,970.1,94.0,0.2,999017.0
3150217,shunyi_meo,2018-05-01 21:00:00,Sunny/clear,11.6,1014.0,81.0,1.4,18.0
3150218,hadian_meo,2018-05-01 21:00:00,Sunny/clear,11.9,1011.7,65.0,0.9,38.0
3150219,yanqing_meo,2018-05-01 21:00:00,Sunny/clear,8.7,961.5,72.0,0.6,248.0
3150220,miyun_meo,2018-05-01 21:00:00,Sunny/clear,8.8,1009.1,95.0,1.2,105.0
3150221,huairou_meo,2018-05-01 21:00:00,Sunny/clear,10.1,1008.6,89.0,0.2,999017.0
3150222,shangdianzi_meo,2018-05-01 21:00:00,Sunny/clear,8.7,983.0,72.0,3.1,43.0
3150223,pinggu_meo,2018-05-01 21:00:00,Cloudy,8.5,1013.3,96.0,0.0,999017.0
3150224,tongzhou_meo,2018-05-01 21:00:00,Sunny/clear,13.1,1014.6,77.0,1.9,333.0
3150225,chaoyang_meo,2018-05-01 21:00:00,Sunny/clear,12.3,1013.4,75.0,1.1,21.0
3150226,pingchang_meo,2018-05-01 21:00:00,Sunny/clear,14.6,1008.7,42.0,1.3,356.0
3150227,zhaitang_meo,2018-05-01 21:00:00,Sunny/clear,6.6,967.1,92.0,0.4,216.0
3150228,mentougou_meo,2018-05-01 21:00:00,Sunny/clear,13.1,1007.3,59.0,3.8,321.0
3150229,beijing_meo,2018-05-01 21:00:00,Sunny/clear,14.7,1013.4,54.0,1.6,19.0
3150230,shijingshan_meo,2018-05-01 21:00:00,Sunny/clear,10.5,1009.7,82.0,0.6,125.0
3150231,fengtai_meo,2018-05-01 21:00:00,Sunny/clear,10.3,1010.7,84.0,0.8,283.0
3150232,daxing_meo,2018-05-01 21:00:00,Sunny/clear,11.6,1012.5,80.0,0.8,320.0
3150233,fangshan_meo,2018-05-01 21:00:00,Sunny/clear,9.2,1011.5,85.0,1.4,307.0
3150234,xiayunling_meo,2018-05-01 21:00:00,Sunny/clear,7.6,970.3,95.0,1.0,150.0
3151750,shunyi_meo,2018-05-01 22:00:00,Sunny/clear,11.8,1014.2,81.0,1.5,22.0
3151751,hadian_meo,2018-05-01 22:00:00,Sunny/clear,12.9,1012.1,67.0,1.0,38.0
3151752,yanqing_meo,2018-05-01 22:00:00,Sunny/clear,8.0,961.8,76.0,0.9,233.0
3151753,miyun_meo,2018-05-01 22:00:00,Sunny/clear,9.1,1009.4,95.0,1.8,102.0
3151754,huairou_meo,2018-05-01 22:00:00,Sunny/clear,9.4,1008.9,92.0,0.4,26.0
3151755,shangdianzi_meo,2018-05-01 22:00:00,Sunny/clear,8.9,983.3,70.0,4.4,46.0
3151756,pinggu_meo,2018-05-01 22:00:00,Cloudy,8.9,1013.7,98.0,0.3,284.0
3151757,tongzhou_meo,2018-05-01 22:00:00,Sunny/clear,12.6,1014.9,78.0,1.9,304.0
3151758,chaoyang_meo,2018-05-01 22:00:00,Sunny/clear,13.3,1013.6,68.0,0.9,276.0
3151759,pingchang_meo,2018-05-01 22:00:00,Sunny/clear,14.5,1008.9,41.0,1.7,341.0
3151760,zhaitang_meo,2018-05-01 22:00:00,Sunny/clear,6.3,967.4,93.0,1.2,162.0
3151761,mentougou_meo,2018-05-01 22:00:00,Sunny/clear,13.8,1007.8,53.0,3.3,351.0
3151762,beijing_meo,2018-05-01 22:00:00,Sunny/clear,12.9,1013.7,66.0,1.4,39.0
3151763,shijingshan_meo,2018-05-01 22:00:00,Sunny/clear,12.9,1010.1,62.0,1.0,213.0
3151764,fengtai_meo,2018-05-01 22:00:00,Sunny/clear,11.3,1011.1,78.0,0.9,294.0
3151765,daxing_meo,2018-05-01 22:00:00,Sunny/clear,11.0,1012.9,83.0,0.6,315.0
3151766,fangshan_meo,2018-05-01 22:00:00,Sunny/clear,9.2,1011.9,86.0,1.0,99.0
3151767,xiayunling_meo,2018-05-01 22:00:00,Sunny/clear,7.6,970.7,95.0,0.7,124.0
3153283,shunyi_meo,2018-05-01 23:00:00,Sunny/clear,14.4,1015.0,61.0,1.8,309.0
3153284,hadian_meo,2018-05-01 23:00:00,Sunny/clear,14.5,1012.9,52.0,1.5,25.0
3153285,yanqing_meo,2018-05-01 23:00:00,Sunny/clear,11.3,962.3,40.0,1.6,242.0
3153286,miyun_meo,2018-05-01 23:00:00,Sunny/clear,11.6,1010.0,86.0,0.6,105.0
3153287,huairou_meo,2018-05-01 23:00:00,Sunny/clear,12.8,1009.5,75.0,1.1,128.0
3153288,shangdianzi_meo,2018-05-01 23:00:00,Sunny/clear,11.0,983.8,62.0,4.3,58.0
3153289,pinggu_meo,2018-05-01 23:00:00,Sunny/clear,12.3,1014.3,82.0,0.5,29.0
3153290,tongzhou_meo,2018-05-01 23:00:00,Sunny/clear,15.0,1015.5,63.0,2.4,313.0
3153291,chaoyang_meo,2018-05-01 23:00:00,Sunny/clear,15.5,1014.3,51.0,0.8,320.0
3153292,pingchang_meo,2018-05-01 23:00:00,Sunny/clear,16.7,1009.6,32.0,3.0,356.0
3153293,zhaitang_meo,2018-05-01 23:00:00,Sunny/clear,9.4,968.0,79.0,1.2,211.0
3153294,mentougou_meo,2018-05-01 23:00:00,Sunny/clear,15.3,1008.4,46.0,2.6,5.0
3153295,beijing_meo,2018-05-01 23:00:00,Sunny/clear,16.7,1014.3,38.0,2.3,12.0
3153296,shijingshan_meo,2018-05-01 23:00:00,Sunny/clear,15.5,1010.8,49.0,0.6,163.0
3153297,fengtai_meo,2018-05-01 23:00:00,Sunny/clear,14.9,1011.8,60.0,0.9,306.0
3153298,daxing_meo,2018-05-01 23:00:00,Sunny/clear,16.1,1013.5,53.0,1.2,295.0
3153299,fangshan_meo,2018-05-01 23:00:00,Sunny/clear,12.9,1012.5,76.0,1.1,318.0
3153300,xiayunling_meo,2018-05-01 23:00:00,Sunny/clear,8.0,971.2,94.0,1.1,154.0
3154816,shunyi_meo,2018-05-02 00:00:00,Sunny/clear,17.3,1015.4,45.0,1.4,21.0
3154817,hadian_meo,2018-05-02 00:00:00,Sunny/clear,17.5,1013.3,35.0,1.0,2.0
3154818,yanqing_meo,2018-05-02 00:00:00,Sunny/clear,12.8,962.5,36.0,1.3,252.0
3154819,miyun_meo,2018-05-02 00:00:00,Sunny/clear,16.5,1010.2,51.0,2.2,77.0
3154820,huairou_meo,2018-05-02 00:00:00,Sunny/clear,16.6,1009.6,55.0,1.8,152.0
3154821,shangdianzi_meo,2018-05-02 00:00:00,Sunny/clear,14.6,984.2,46.0,2.4,60.0
3154822,pinggu_meo,2018-05-02 00:00:00,Sunny/clear,16.4,1014.4,47.0,2.1,326.0
3154823,tongzhou_meo,2018-05-02 00:00:00,Sunny/clear,16.6,1016.1,55.0,3.2,309.0
3154824,chaoyang_meo,2018-05-02 00:00:00,Sunny/clear,17.5,1014.8,34.0,1.6,326.0
3154825,pingchang_meo,2018-05-02 00:00:00,Sunny/clear,18.5,1010.0,24.0,2.0,357.0
3154826,zhaitang_meo,2018-05-02 00:00:00,Sunny/clear,13.5,968.1,54.0,1.3,159.0
3154827,mentougou_meo,2018-05-02 00:00:00,Sunny/clear,18.3,1008.8,33.0,2.3,316.0
3154828,beijing_meo,2018-05-02 00:00:00,Sunny/clear,18.4,1014.8,27.0,2.8,334.0
3154829,shijingshan_meo,2018-05-02 00:00:00,Sunny/clear,19.2,1011.2,20.0,3.6,4.0
3154830,fengtai_meo,2018-05-02 00:00:00,Sunny/clear,19.0,1012.3,27.0,2.0,320.0
3154831,daxing_meo,2018-05-02 00:00:00,Sunny/clear,18.5,1014.0,31.0,1.9,311.0
3154832,fangshan_meo,2018-05-02 00:00:00,Sunny/clear,17.8,1013.0,26.0,3.7,11.0
3154833,xiayunling_meo,2018-05-02 00:00:00,Sunny/clear,12.4,971.3,72.0,1.3,143.0
3156349,shunyi_meo,2018-05-02 01:00:00,Sunny/clear,18.7,1015.1,37.0,1.5,309.0
3156350,hadian_meo,2018-05-02 01:00:00,Sunny/clear,20.2,1013.1,22.0,1.7,15.0
3156351,yanqing_meo,2018-05-02 01:00:00,Sunny/clear,15.3,962.3,29.0,1.4,268.0
3156352,miyun_meo,2018-05-02 01:00:00,Sunny/clear,19.0,1010.1,32.0,1.8,39.0
3156353,huairou_meo,2018-05-02 01:00:00,Sunny/clear,19.5,1009.5,23.0,4.2,67.0
3156354,shangdianzi_meo,2018-05-02 01:00:00,Sunny/clear,17.5,983.8,23.0,5.7,72.0
3156355,pinggu_meo,2018-05-02 01:00:00,Sunny/clear,19.3,1014.2,24.0,3.1,351.0
3156356,tongzhou_meo,2018-05-02 01:00:00,Sunny/clear,18.3,1016.0,41.0,3.7,328.0
3156357,chaoyang_meo,2018-05-02 01:00:00,Sunny/clear,20.1,1014.5,22.0,1.8,59.0
3156358,pingchang_meo,2018-05-02 01:00:00,Sunny/clear,20.5,1009.6,16.0,2.8,319.0
3156359,zhaitang_meo,2018-05-02 01:00:00,Sunny/clear,16.9,967.7,28.0,1.7,192.0
3156360,mentougou_meo,2018-05-02 01:00:00,Sunny/clear,20.1,1008.7,21.0,3.2,331.0
3156361,beijing_meo,2018-05-02 01:00:00,Sunny/clear,20.0,1014.7,21.0,2.6,343.0
3156362,shijingshan_meo,2018-05-02 01:00:00,Sunny/clear,19.9,1011.1,18.0,4.0,343.0
3156363,fengtai_meo,2018-05-02 01:00:00,Sunny/clear,21.1,1012.1,19.0,3.5,71.0
3156364,daxing_meo,2018-05-02 01:00:00,Sunny/clear,20.1,1014.0,23.0,2.6,332.0
3156365,fangshan_meo,2018-05-02 01:00:00,Sunny/clear,20.2,1012.9,17.0,3.5,21.0
3156366,xiayunling_meo,2018-05-02 01:00:00,Sunny/clear,16.0,971.0,34.0,0.9,157.0
3157882,shunyi_meo,2018-05-02 02:00:00,Sunny/clear,20.6,1015.0,22.0,3.5,44.0
3157883,hadian_meo,2018-05-02 02:00:00,Sunny/clear,22.0,1012.8,15.0,3.1,19.0
3157884,yanqing_meo,2018-05-02 02:00:00,Sunny/clear,17.4,962.0,22.0,2.4,357.0
3157885,miyun_meo,2018-05-02 02:00:00,Sunny/clear,20.3,1010.0,23.0,3.7,29.0
3157886,huairou_meo,2018-05-02 02:00:00,Sunny/clear,20.3,1009.5,15.0,4.8,59.0
3157887,shangdianzi_meo,2018-05-02 02:00:00,Sunny/clear,18.8,983.7,16.0,4.0,47.0
3157888,pinggu_meo,2018-05-02 02:00:00,Sunny/clear,20.3,1014.3,18.0,5.8,360.0
3157889,tongzhou_meo,2018-05-02 02:00:00,Sunny/clear,20.4,1016.0,25.0,4.0,10.0
3157890,chaoyang_meo,2018-05-02 02:00:00,Sunny/clear,20.9,1014.3,18.0,2.0,35.0
3157891,pingchang_meo,2018-05-02 02:00:00,Sunny/clear,21.1,1009.5,15.0,5.1,309.0
3157892,zhaitang_meo,2018-05-02 02:00:00,Sunny/clear,18.6,967.3,18.0,5.0,63.0
3157893,mentougou_meo,2018-05-02 02:00:00,Sunny/clear,21.1,1008.5,15.0,3.5,22.0
3157894,beijing_meo,2018-05-02 02:00:00,Sunny/clear,20.8,1014.5,16.0,3.2,44.0
3157895,shijingshan_meo,2018-05-02 02:00:00,Sunny/clear,20.8,1010.9,16.0,4.8,355.0
3157896,fengtai_meo,2018-05-02 02:00:00,Sunny/clear,21.5,1011.9,15.0,1.9,352.0
3157897,daxing_meo,2018-05-02 02:00:00,Sunny/clear,21.4,1013.9,19.0,3.2,20.0
3157898,fangshan_meo,2018-05-02 02:00:00,Sunny/clear,21.2,1012.6,8.0,3.5,39.0
3157899,xiayunling_meo,2018-05-02 02:00:00,Sunny/clear,18.5,970.9,24.0,2.8,4.0
3159415,shunyi_meo,2018-05-02 03:00:00,Sunny/clear,21.8,1014.5,17.0,2.5,20.0
3159416,hadian_meo,2018-05-02 03:00:00,Sunny/clear,22.5,1012.5,16.0,2.5,358.0
3159417,yanqing_meo,2018-05-02 03:00:00,Sunny/clear,18.4,961.3,12.0,6.8,329.0
3159418,miyun_meo,2018-05-02 03:00:00,Sunny/clear,21.1,1009.3,17.0,1.3,350.0
3159419,huairou_meo,2018-05-02 03:00:00,Sunny/clear,21.5,1008.6,15.0,6.9,63.0
3159420,shangdianzi_meo,2018-05-02 03:00:00,Sunny/clear,19.6,983.2,14.0,4.2,48.0
3159421,pinggu_meo,2018-05-02 03:00:00,Sunny/clear,20.8,1014.0,16.0,3.1,343.0
3159422,tongzhou_meo,2018-05-02 03:00:00,Sunny/clear,21.0,1015.7,20.0,2.9,1.0
3159423,chaoyang_meo,2018-05-02 03:00:00,Sunny/clear,21.4,1014.0,21.0,3.3,70.0
3159424,pingchang_meo,2018-05-02 03:00:00,Sunny/clear,22.7,1008.7,14.0,2.3,90.0
3159425,zhaitang_meo,2018-05-02 03:00:00,Sunny/clear,19.3,966.9,16.0,3.4,344.0
3159426,mentougou_meo,2018-05-02 03:00:00,Sunny/clear,21.2,1008.0,15.0,6.4,27.0
3159427,beijing_meo,2018-05-02 03:00:00,Sunny/clear,21.7,1014.1,14.0,3.2,288.0
3159428,shijingshan_meo,2018-05-02 03:00:00,Sunny/clear,21.8,1010.4,14.0,4.4,356.0
3159429,fengtai_meo,2018-05-02 03:00:00,Sunny/clear,22.2,1011.5,15.0,3.1,48.0
3159430,daxing_meo,2018-05-02 03:00:00,Sunny/clear,21.8,1013.5,14.0,5.8,326.0
3159431,fangshan_meo,2018-05-02 03:00:00,Sunny/clear,21.6,1012.4,7.0,5.6,14.0
3159432,xiayunling_meo,2018-05-02 03:00:00,Sunny/clear,19.1,970.5,19.0,1.5,352.0
3163976,shunyi_meo,2018-05-02 06:00:00,Sunny/clear,23.1,1011.5,14.0,2.0,176.0
3163977,hadian_meo,2018-05-02 06:00:00,Sunny/clear,23.9,1009.2,12.0,2.4,18.0
3163978,yanqing_meo,2018-05-02 06:00:00,Sunny/clear,20.2,958.3,13.0,2.7,342.0
3163979,miyun_meo,2018-05-02 06:00:00,Sunny/clear,23.7,1006.1,13.0,2.9,14.0
3163980,huairou_meo,2018-05-02 06:00:00,Sunny/clear,24.0,1005.4,12.0,3.7,115.0
3163981,shangdianzi_meo,2018-05-02 06:00:00,Sunny/clear,21.7,980.2,10.0,6.0,25.0
3163982,pinggu_meo,2018-05-02 06:00:00,Sunny/clear,23.7,1010.9,12.0,4.5,326.0
3163983,tongzhou_meo,2018-05-02 06:00:00,Sunny/clear,22.2,1013.1,15.0,2.0,141.0
3163984,chaoyang_meo,2018-05-02 06:00:00,Sunny/clear,23.4,1011.0,16.0,2.9,132.0
3163985,pingchang_meo,2018-05-02 06:00:00,Sunny/clear,24.2,1005.6,9.0,2.4,258.0
3163986,zhaitang_meo,2018-05-02 06:00:00,Sunny/clear,21.7,964.0,12.0,4.0,240.0
3163987,mentougou_meo,2018-05-02 06:00:00,Sunny/clear,22.7,1005.1,14.0,2.6,5.0
3163988,beijing_meo,2018-05-02 06:00:00,Sunny/clear,22.0,1011.3,14.0,1.5,77.0
3163989,shijingshan_meo,2018-05-02 06:00:00,Sunny/clear,22.5,1007.5,15.0,1.3,268.0
3163990,fengtai_meo,2018-05-02 06:00:00,Sunny/clear,23.3,1008.7,14.0,1.6,285.0
3163991,daxing_meo,2018-05-02 06:00:00,Sunny/clear,22.8,1010.7,14.0,2.6,308.0
